id,name,similar
3b12b11f,Alessandro-Zanoli,"['Tyronne Ebuehi', 'Álex Moreno', 'Deiver Machado', 'Darlin Yongwa', 'Matty Cash', 'Jim Allevinah', 'Julian Ryerson', 'Pasquale Mazzocchi', 'Miguel Gutiérrez', 'Sergio Akieme']"
3b1ed320,Angelo-Stiller,"['Marcelo Brozović', 'Exequiel Palacios', 'Valentin Rongier', 'Pierre Højbjerg', 'Sergio Busquets', 'Johann Lepenant', 'Jon Moncayola', 'Matteo Pessina', 'Wataru Endo', 'Corentin Tolisso']"
3b333ac3,Hans-Hateboer,"['Alberto Moreno', 'Philipp Max', 'Mërgim Vojvoda', 'Juan Miranda', 'Gonzalo Montiel', 'Patrick Ciurria', 'Ruben Aguilar', 'Ridle Baku', 'Andrew Robertson', 'Benjamin Henrichs']"
3b8674e6,Rodrigo-Bentancur,
3bb625ac,Edimilson-Fernandes,"['Leandro Cabrera', 'Djené', 'Jeffrey Gouweleeuw', 'Lucas Perrin', 'Giangiacomo Magnani', 'Hiroki Ito', 'Ignasi Miquel', 'Yoann Salmier', 'Waldemar Anton', 'Brendan Chardonnet']"
3bb7af3b,Riccardo-Saponara,"['Harvey Barnes', 'Ludovic Blas', 'Arnaud Nordin', 'Andrea Colpani', 'Christian Pulisic', 'Riccardo Orsolini', 'Marius Bülter', 'Mykhailo Mudryk', 'Rony Lopes', 'Takefusa Kubo']"
3bb7f478,Edin-Dzeko,"['Steve Mounié', 'Duván Zapata', 'Ludovic Ajorque', 'Kevin Behrens', 'Tim Kleindienst', 'Kai Havertz', 'Niclas Füllkrug', 'Ciro Immobile', 'Joselu', 'Michael Gregoritsch']"
3c16d927,Alejandro-Pozo-Pozo,"['Manu Sánchez', 'Álex Centelles', 'Gonzalo Montiel', 'Angeliño', 'Antonino Gallo', 'Jérôme Roussillon', 'Adrià Pedrosa', 'Zeki Çelik', 'Victor Bernth Kristiansen', 'Caio Henrique Oliveira Silva']"
3c6089ab,Thomas-Muller,"['Bukayo Saka', 'Amine Adli', 'Domenico Berardi', 'Bryan Mbeumo', 'Solly March', 'Raphinha', 'Adrien Thomasson', 'Bruno Fernandes', 'Mohamed Salah', 'Jonas Hofmann']"
3ca7254a,Pedro-,"['Tommaso Baldanzi', 'Mattia Zaccagni', 'Ritsu Doan', 'Gianluca Caprari', 'Harry Wilson', 'Romain Faivre', 'Mario Götze', 'Christian Pulisic', 'Bernardo Silva', 'Alex Iwobi']"
3cb132e6,Jacopo-Segre,
3cc4bb19,Fali-Cande,"['Boubakar Kouyaté', 'Rodrigo Ely', 'Nicolas Pallois', 'Leandro Cabrera', 'Ignasi Miquel', 'Jack Robinson', 'Christopher Jullien', 'Moritz Jenz', 'Felipe', 'Wout Faes']"
3cefcaef,Ferland-Mendy,"['Adam Marušić', 'Kyle Walker', 'Iván Balliu', 'Domagoj Bradarić', 'Andoni Gorosabel', 'Jeremy Toljan', 'Nathaniel Clyne', 'Vincent Le Goff', 'Jaume Costa', 'Adam Smith']"
3d50bcdb,Moise-Kean,"['Beto', 'Luis Javier Suárez', 'Jørgen Strand Larsen', 'Yoane Wissa', 'Raúl de Tomás', 'Grejohn Kyei', 'Dominic Solanke', 'Cyle Larin', 'Dušan Vlahović', 'Rasmus Højlund']"
3d7e48ce,Ivan-Alejo,"['Yunus Musah', 'Luca de la Torre', 'Ruben Loftus-Cheek', 'Dejan Ljubicic', 'Mehdi Bourabia', 'Alex Král', 'Aimar Oroz', 'James Garner', 'Mattéo Guendouzi', 'Weston McKennie']"
3dd738a1,Ruben-Aguilar,"['Matteo Ruggeri', 'Kostas Tsimikas', 'Andrew Robertson', 'Philipp Max', 'Óscar de Marcos', 'Alberto Moreno', 'Mathías Olivera', 'Dani Carvajal', 'Hamari Traoré', 'Thomas Foket']"
3e42f707,David-Garcia,"['Rasmus Nicolaisen', 'Germán Pezzella', 'Diogo Leite', 'Ohis Felix Uduokhai', 'Martin Erlic', 'Srđan Babić', 'Jan Bednarek', 'Catena', 'Loïc Bade', 'Maxence Lacroix']"
3e9e06cb,Craig-Dawson,"['Nayef Aguerd', 'Sven Botman', 'Lorenzo Pirola', 'Catena', 'Sebastiano Luperto', 'Sergi Gómez', 'Eric Dier', 'Rasmus Nicolaisen', 'Dan-Axel Zagadou', 'Jamaal Lascelles']"
3ea50f67,Harvey-Barnes,"['Arnaud Nordin', 'Gaëtan Laborde', 'Takuma Asano', 'Jérémy Le Douaron', 'Brennan Johnson', 'Marius Bülter', 'Jarrod Bowen', 'Iñaki Williams', 'Amine Gouiri', 'Marcus Rashford']"
3ead85f9,Alessio-Romagnoli,"['William Saliba', 'Catena', 'Axel Witsel', 'Pablo Marí', 'Thiago Silva', 'Sven Botman', 'Nicolò Casale', 'Aitor Paredes', 'Sebastiano Luperto', 'Robin Le Normand']"
3eb22ec9,Bernardo-Silva,
3ec3c1c9,Lucas-Martinez-Quarta,"['Giorgio Scalvini', 'Yunis Abdelhamid', 'Benjamin Pavard', 'Mohamed Simakan', 'Danilo', 'Rafael Tolói', 'Ben Mee', 'Nico Schlotterbeck', 'Souleymane Touré', 'Mats Hummels']"
3ecc11d8,Yeray-Alvarez,"['Yoann Salmier', 'Ohis Felix Uduokhai', 'Diogo Leite', 'Jean-Charles Castelletto', 'Manuel Gulde', 'Jeffrey Gouweleeuw', 'Cristian Romero', 'Unai Núñez', 'Amos Pieper', 'Tosin Adarabioyo']"
3ee0dd59,Martin-Zubimendi,"['Marten de Roon', 'Oriol Romeu', 'Mikel Vesga', 'Youssouf Ndayishimiye', 'Andrés Guardado', 'Baptiste Santamaria', 'Walace', 'Benjamin André', 'Djibril Sow', 'Atakan Karazor']"
3eeb80e0,Fredrik-Jensen,"['Elba Rashani', 'Jack Harrison', 'Álvaro García', 'Jordan Ayew', 'Bobby Reid', 'Adrien Thomasson', 'Lee Jae-sung', 'Harry Wilson', 'Ermedin Demirović', 'Marius Bülter']"
3eed9821,Samuel-Umtiti,"['Koffi Djidji', 'Domingos Duarte', 'Martin Erlic', 'Javi Sánchez', 'Oumar Gonzalez', 'Maximiliano Caufriez', 'Illia Zabarnyi', 'Joseph Aidoo', 'Fali', 'Marin Pongračić']"
3eeebc87,Tiago-santos,"['Nicola Zalewski', 'Andrea Cambiaso', 'Aitor Ruibal', 'Juan Cuadrado', 'Jim Allevinah', 'Theo Hernández', 'Óscar Mingueza', 'Joakim Mæhle', 'Timothy Weah', 'Marius Wolf']"
3ef0a2d7,Aleksa-Terzic,"['Leonardo Spinazzola', 'José Luis Gayà', 'Emanuele Valeri', 'Giorgos Kyriakopoulos', 'Julian Ryerson', 'Marcos Acuña', 'Juan Cuadrado', 'Miguel Gutiérrez', 'Alejandro Balde', 'Borna Sosa']"
3effaa34,Andre-Silva,"['Neal Maupay', 'Terem Moffi', 'Eddie Nketiah', 'Alexander Isak', 'Pierre-Emerick Aubameyang', 'Marcus Thuram', 'Nicolas Jackson', 'Folarin Balogun', 'Alexandre Lacazette', 'Dušan Vlahović']"
3f10bd22,Jesus-Navas,"['Thomas Foket', 'Caio Henrique Oliveira Silva', 'Alejandro Pozo Pozo', 'Rogério', 'Gideon Mensah', 'Kyle Walker', 'Jaume Costa', 'Lucas Digne', 'Dimitri Foulquier', 'Thibault De Smet']"
3f3a2cba,Moustapha-Mbow,
3f5f38fb,Nicolo-Casale,"['Milan Škriniar', 'Axel Witsel', 'William Saliba', 'Patric', 'Victor Lindelöf', 'Igor Zubeldia', 'Raúl Albiol', 'Alessio Romagnoli', 'Pablo Marí', 'Marquinhos']"
3f79a1c8,Gonzalo-Escalante,"['Anthony Losilla', 'Leandro Barreiro Martins', 'Alexis Blin', 'Tomáš Souček', 'Christian Nørgaard', 'Morten Thorsby', 'Jens Stage', 'Lucas Tousart', 'Bryan Cristante', 'Grischa Prömel']"
3f7bafbe,Alejo-Veliz,
3fc45c73,Inigo-Martinez,"[""Obite N'Dicka"", 'Diogo Leite', 'Gian Marco Ferrari', 'Matthias Ginter', 'Raphaël Varane', 'Clément Lenglet', 'Adam Webster', 'Marin Pongračić', 'David García', 'Willi Orban']"
40221fa7,Bradley-Locko,"['Jordan Lotomba', 'Jean-Kevin Duverne', 'Ismaily', 'Melvin Bard', 'Nélson Semedo', 'Falaye Sacko', 'Antonee Robinson', 'Thierry Correia', 'Andoni Gorosabel', 'Rubén Peña']"
407feb71,Brahim-Diaz,"['Jamal Musiala', 'Isco', 'Paulo Dybala', 'Chris Führich', 'Oihan Sancet', 'James Maddison', 'Jeremie Boga', 'Khvicha Kvaratskhelia', 'Leroy Sané', 'Kaoru Mitoma']"
41034650,Jurrien-Timber,
4115ce4e,Jan-Bednarek,"['Gabriel Paulista', 'Cédric Hountondji', 'Ardian Ismajli', 'Niklas Stark', 'Illia Zabarnyi', 'Montassar Talbi', 'Martin Erlic', 'Germán Pezzella', 'Norbert Gyömbér', 'Luiz Felipe']"
414184f7,Jhon-Duran,
41b3069f,Fernando-Calero,"['Leandro Cabrera', 'Levi Colwill', ""Danilo D'Ambrosio"", 'Fabian Schär', 'Bruno Amione', 'Brendan Chardonnet', 'Gianluca Mancini', 'Piero Hincapié', 'Anthony Rouault', 'Lucas Perrin']"
41bff4fa,Marton-Dardai,"['Stefan Mitrović', 'Florent Ogier', 'Copete', 'Isak Hien', 'Matija Nastasić', 'Matteo Lovato', 'Luiz Felipe', 'Aridane Hernández', 'Fali', 'Juan Brandáriz']"
41c12f75,Mathias-Olivera,"['Matteo Ruggeri', 'Hamari Traoré', 'Sergi Cardona', 'Gabriel Suazo', 'Ruben Aguilar', 'Oleksandr Zinchenko', 'Yuri Berchiche', 'Óscar de Marcos', 'Benjamin Henrichs', 'Mikkel Desler']"
41eebdf5,Samuel-Gigot,"['Alessandro Buongiorno', 'Souleymane Touré', 'Giorgio Scalvini', 'Ethan Pinnock', 'Fabian Schär', 'Francesco Acerbi', 'Emmanuel Agbadou', 'James Tarkowski', 'Mats Hummels', 'Piero Hincapié']"
41f32541,Fernando-,
42276181,Kevin-Gameiro,
42eaa028,Jonathan-Ikone,"['Ludovic Blas', 'Mykhailo Mudryk', 'Christian Pulisic', 'Arnaud Nordin', 'Tommaso Baldanzi', 'Luis Díaz', 'Muhammed Cham', 'Amine Gouiri', 'Moses Simon', 'Abdessamad Ezzalzouli']"
42fd9c7f,Kylian-Mbappe,
433dc9a2,Juan-Bernat,"['Alejandro Balde', 'Giorgos Kyriakopoulos', 'Juan Cuadrado', 'Dani Carvajal', 'Andrea Cambiaso', 'Christian Günter', 'Leonardo Spinazzola', 'Raoul Bellanova', 'Sael Kumbedi', 'Lucas Vázquez']"
437f2b00,Christoph-Baumgartner,
43e7a164,Alexander-Djiku,"['Norbert Gyömbér', 'Stefan Bell', 'Jarrad Branthwaite', 'Moritz Jenz', 'Boubakar Kouyaté', 'Cédric Hountondji', 'Jan Bednarek', 'Simone Romagnoli', 'Rodrigo Ely', 'Berat Djimsiti']"
441197b8,Obite-N'Dicka,"['Axel Witsel', 'Victor Lindelöf', 'Marquinhos', 'Jhon Lucumí', 'Koffi Djidji', 'Thiago Silva', 'Jonathan Tah', 'Milan Škriniar', 'Lukas Klostermann', 'Aitor Paredes']"
44150beb,Jon-Pacheco,"['Igor Zubeldia', 'Diego Llorente', 'Santiago Bueno', 'Raúl Albiol', 'Nicolò Casale', 'Victor Lindelöf', 'Clément Lenglet', 'Patric', 'Issa Diop', 'Warmed Omari']"
442b56fa,Ridle-Baku,"['Adrien Truffert', 'Miguel Gutiérrez', 'Joakim Mæhle', 'Juan Miranda', 'Benjamin Henrichs', 'Lorenz Assignon', 'Theo Hernández', 'Nahuel Molina', 'Dani Carvajal', 'Pedro Porro']"
4431aed2,Ciro-Immobile,"['Arnaud Kalimuendo', 'Borja Iglesias', 'Grejohn Kyei', 'Mikel Oyarzabal', 'Ludovic Ajorque', 'Antonio Sanabria', 'Dušan Vlahović', 'Jonathan David', 'Borja Mayoral', 'Francesco Caputo']"
4468ec10,Demarai-Gray,"['Federico Chiesa', 'Ihlas Bebou', 'Mama Samba Baldé', 'Mikel Oyarzabal', 'Matheus Cunha', 'Cody Gakpo', 'Sheraldo Becker', 'Alexis Sánchez', 'Lucas Höler', 'Arnaud Kalimuendo']"
44781702,Ben-Davies,
44a20f0c,Maximilian-Bauer,"['Carl Starfelt', 'Nayef Aguerd', 'John Brooks', 'Jubal', 'Florent Ogier', 'Srđan Babić', 'Lorenzo Pirola', 'Sebastiano Luperto', 'Isak Hien', 'Jaka Bijol']"
44ac04e9,Matias-Vecino,"['Pathé Ciss', 'Ellyes Skhiri', 'Bryan Cristante', 'Dominik Kohr', 'Roberto Gagliardini', 'Eric Martel', 'Yohann Magnin', 'Alexis Blin', 'Rubén Alcaraz', 'Casemiro']"
44bfb6c5,Ruben-Neves,"['Amadou Haidara', 'Pierre Lees-Melou', 'Marc Roca', 'Dominik Kohr', 'Pathé Ciss', 'Manuel Locatelli', 'Éderson', 'Declan Rice', 'Casemiro', 'Samu Costa']"
44e07fac,Chris-Ramos,"['Mostafa Mohamed', 'Ante Budimir', 'Odsonne Édouard', 'Steve Mounié', 'Enes Ünal', 'Dominic Calvert-Lewin', 'Beto', 'Jørgen Strand Larsen', 'Youssef En-Nesyri', 'Martin Satriano']"
44eb9093,Danilo-D'Ambrosio,"['Nacho', 'Alessandro Bastoni', 'David Alaba', 'Piero Hincapié', 'Rafael Tolói', 'Matteo Darmian', 'Facundo Medina', 'Emmanuel Agbadou', 'Levi Colwill', 'Waldemar Anton']"
4506aec5,Thomas-Cannon,
450ab6fc,Jamaal-Lascelles,"['César Montes', 'Nikola Milenković', 'Craig Dawson', 'Willi Orban', 'Gabriel Dos Santos', 'Eric Dier', 'Raphaël Varane', 'Sepp van den Berg', ""Obite N'Dicka"", 'Srđan Babić']"
45191c29,Nicola-Zalewski,"['Andrea Cambiaso', 'Juan Cuadrado', 'Jim Allevinah', 'Darlin Yongwa', 'Emanuele Valeri', 'Leonardo Spinazzola', 'Alfonso Pedraza', 'Aitor Ruibal', 'Quentin Merlin', 'Filip Kostić']"
4534a352,Warmed-Omari,"['Igor Zubeldia', 'Diego Llorente', 'Kim Min-jae', 'Axel Witsel', 'Malick Thiaw', 'Jonathan Gradit', 'William Saliba', 'Jean-Charles Castelletto', 'Robin Knoche', 'Igor']"
4596da74,Evan-Ferguson,"['Taiwo Awoniyi', 'Jørgen Strand Larsen', 'Hugo Duro', 'Thijs Dallinga', 'Eddie Nketiah', 'Mikel Oyarzabal', 'Youssef En-Nesyri', 'Yoane Wissa', 'Roger Martí', 'Borja Iglesias']"
45a03961,Benjamin-Pavard,
45af8a54,Marco-Asensio,"['Paulo Dybala', 'Son Heung-min', 'Phil Foden', 'Mohamed Salah', 'Chris Führich', 'Jonas Hofmann', 'Leroy Sané', 'Kingsley Coman', 'Moussa Diaby', 'Brahim Díaz']"
45b9b619,Joaquin-Correa,"['Alexis Sánchez', 'Joshua Zirkzee', 'Federico Chiesa', 'Jonathan David', 'Ihlas Bebou', 'Isaac Success', 'Cody Gakpo', 'Mama Samba Baldé', 'Mikel Oyarzabal', 'Sheraldo Becker']"
45db685d,Jorginho-,"['Koke', 'Stijn Spierings', 'Sofyan Amrabat', 'Boubacar Kamara', 'Pedro Chirivella', 'Joan Jordán', 'Stanislav Lobotka', 'Moisés Caicedo', 'Boubakary Soumaré', 'Fabinho']"
45e17712,Dimitri-Foulquier,"['Pasquale Mazzocchi', 'Ricard Sánchez', 'Andoni Gorosabel', 'Domagoj Bradarić', 'Rubén Peña', 'Iván Balliu', 'Jérôme Roussillon', 'Renan Lodi', 'Kiliann Sildillia', 'Rico Henry']"
45e95f21,Lee-Buchanan,
4601e194,Jordi-Alba,"['Álex Grimaldo', 'Giovanni Di Lorenzo', 'Jonathan Clauss', 'Pervis Estupiñán', 'Federico Dimarco', 'Achraf Hakimi', 'Lucas Vázquez', 'Joakim Mæhle', 'Borna Sosa', 'Noussair Mazraoui']"
462475ed,Ludovic-Ajorque,"['Juanmi Latasa', 'Ciro Immobile', 'Niclas Füllkrug', 'Enes Ünal', 'Jonas Wind', 'Kevin Behrens', 'Philipp Hofmann', 'Raúl Jiménez', 'Steve Mounié', 'Olivier Giroud']"
463503e2,Marcin-Kaminski,"['Danilho Doekhi', 'Yeray Álvarez', 'Lorenzo Pirola', 'Robin Koch', 'Florian Lejeune', 'Manuel Gulde', 'Chancel Mbemba', 'César Montes', 'Jamaal Lascelles', 'Catena']"
468a7a91,Facundo-Buonanotte,"['Harry Wilson', 'Bobby Reid', 'Pedro', 'Jordan Ayew', 'Mattia Zaccagni', 'Tommaso Baldanzi', 'Lee Jae-sung', 'Nikola Vlašić', 'Christian Pulisic', 'Jack Harrison']"
46e07328,Jose-Arnaiz,
47369df8,Josh-Brownhill,"['Jefferson Lerma', 'Vitaly Janelt', 'Xavier Chavalerin', 'Tom Krauß', 'Maximilian Eggestein', 'Amadou Onana', 'Dominik Kohr', 'Rubén Alcaraz', 'Janik Haberer', 'Samu Costa']"
4788cb6b,Georges-Mikautadze,
48035304,Nico-Elvedi,"['Philipp Lienhart', 'Dejan Lovren', 'Sergio Ramos', 'Jorge Cuenca', 'Christopher Wooh', 'Nemanja Gudelj', 'Raphaël Varane', 'Ko Itakura', 'Marin Pongračić', 'Martin Erlic']"
481c9ece,Denzel-Dumfries,"['Filip Kostić', 'Mitchell Weiser', 'Deiver Machado', 'Álex Moreno', 'Jeremie Frimpong', 'Darlin Yongwa', 'Davide Zappacosta', 'Carlos', 'Emanuele Valeri', 'Ismail Jakobs']"
481f76cf,Josue-Casimir,"['Denzel Dumfries', 'Filip Kostić', 'Mitchell Weiser', 'Emanuele Valeri', 'Deiver Machado', 'Luca Netz', 'Darlin Yongwa', 'Raoul Bellanova', 'Josh Doig', 'Pablo Maffeo']"
482d2bc3,Lucas-Beltran,"['Lorenzo Colombo', ""M'Bala Nzola"", 'Andrea Petagna', 'Ibrahima Koné', 'Mikel Oyarzabal', 'Raúl de Tomás', 'Anthony Martial', 'Francesco Caputo', 'Ciro Immobile', 'Sergio Camello']"
4830e0af,Abdelhamid-Sabiri,
485e4939,Juanjo-Narvaez,
489e80e3,Mohamed-Camara,"['Nabil Bentaleb', 'Xaver Schlager', 'Boubacar Kamara', 'Johann Lepenant', 'Dion Lopy', 'Moisés Caicedo', 'Kirian Rodríguez', 'Sofyan Amrabat', 'Koke', 'Idrissa Gana Gueye']"
48a5a5d6,Gabriel-Martinelli,"['Vinicius Júnior', 'Raheem Sterling', 'Kaoru Mitoma', 'Kingsley Coman', 'Bukayo Saka', 'Samuel Chukwueze', 'Rafael Leão', 'Nico Williams', 'Ferrán Torres', 'Mohamed Salah']"
48d5bd33,Ruslan-Malinovskyi,
49070d66,Lucas-Perrin,"['Robin Knoche', 'Yoann Salmier', 'Paweł Dawidowicz', 'Tuta', 'Flavius Daniliuc', 'Diego Llorente', 'Leandro Cabrera', 'Ignasi Miquel', 'Perr Schuurs', 'Piero Hincapié']"
49136c42,Andrew-Gravillon,
491a433d,Rasmus-Hojlund,"['Dušan Vlahović', 'Terem Moffi', 'Folarin Balogun', 'Elye Wahi', 'Arnaud Kalimuendo', 'Romelu Lukaku', 'Alexander Isak', 'Alexander Sørloth', 'Eddie Nketiah', ""M'Bala Nzola""]"
49296448,Joshua-Kimmich,"['Aleix García', 'Toni Kroos', 'Marcelo Brozović', 'Leandro Paredes', 'Angelo Stiller', 'Exequiel Palacios', 'Corentin Tolisso', 'Hakan Çalhanoğlu', 'Johann Lepenant', 'Douglas Luiz']"
4958bfb2,Dani-Carvajal,"['Nahuel Molina', 'Ben White', 'Adrien Truffert', 'Ridle Baku', 'Przemysław Frankowski', 'Kostas Tsimikas', 'Andrew Robertson', 'Ruben Aguilar', 'Aurélio Buta', 'Adrià Pedrosa']"
496aeede,Christoph-Kramer,"['Omar Mascarell', 'Rade Krunić', 'Salih Özcan', 'Adrien Tameze', 'Remo Freuler', 'Cristian Cásseres Jr.', 'Lassana Coulibaly', 'Will Hughes', 'Boubacar Kamara', 'Tomás Rincón']"
49d028db,Edgar-Gonzalez,"['Jaka Bijol', 'Nayef Aguerd', 'Gleison Bremer', 'Christopher Wooh', 'José María Giménez', 'Alberto Dossena', 'John Brooks', 'Carl Starfelt', 'Ethan Pinnock', 'Dejan Lovren']"
49dbab27,Isaac-Palazon-Camacho,
49fe9070,Timo-Werner,
4a1a9578,Luis-Diaz,"['João Félix', 'Samuel Chukwueze', 'Amine Gouiri', 'Eberechi Eze', 'Nicolás González', 'Jonathan Ikone', 'Ludovic Blas', 'Khvicha Kvaratskhelia', 'Raheem Sterling', 'Gabriel Martinelli']"
4a478107,Jose-Luis-Morales,"['Elye Wahi', 'Alexander Isak', 'Eddie Nketiah', 'Rasmus Højlund', 'Alexander Sørloth', 'Arnaud Kalimuendo', 'Jørgen Strand Larsen', 'Terem Moffi', 'Thijs Dallinga', 'Folarin Balogun']"
4a56052c,Jordan-Veretout,"['Granit Xhaka', 'Christian Eriksen', 'Rodrigo De Paul', 'Hakan Çalhanoğlu', 'Sandro Tonali', 'Pascal Groß', 'Ivan Rakitić', 'Henrikh Mkhitaryan', 'Aleix García', 'Nicolò Barella']"
4a5a45c7,Lorenzo-Pellegrini,
4a633cfe,Unai-Garcia,"['Stefan Mitrović', 'Matteo Lovato', 'Isak Hien', 'Koffi Djidji', 'Javi Sánchez', 'Stefan Savić', 'Santiago Bueno', 'Illia Zabarnyi', 'Angelo Ogbonna', 'Samuel Umtiti']"
4ab53cdb,Jay-Rodriguez,"['Krzysztof Piątek', 'Mounaim El Idrissy', 'Raúl Jiménez', 'Hugo Duro', 'Philipp Hofmann', 'Wout Weghorst', 'Ibrahima Koné', 'Roger Martí', 'Dion Drena Beljo', 'Sergi Guardiola']"
4ae67f27,Alessandro-Buongiorno,"['Alberto Dossena', 'Samuel Gigot', 'Roger Ibanez', 'Brendan Chardonnet', 'Ethan Pinnock', 'Gleison Bremer', 'Julian Chabot', 'Souleymane Touré', 'Philipp Lienhart', 'Danilho Doekhi']"
4b3e1a38,Amir-Rrahmani,"['Lewis Dunk', 'Andreas Christensen', 'Adam Webster', 'Jules Koundé', 'Joël Matip', 'Matthijs de Ligt', 'Philipp Lienhart', 'Axel Disasi', 'Levi Colwill', 'Rúben Dias']"
4b511457,Oriol-Romeu,"['Rade Krunić', 'Manuel Locatelli', 'Atakan Karazor', 'Julian Weigl', 'Fabinho', 'Enzo Barrenechea', 'Rubén Alcaraz', 'Salih Özcan', 'Martín Zubimendi', 'Nicolas Höfler']"
4b803b3c,Maximilian-Wober,"['Brendan Chardonnet', 'Andrei Girotto', 'Tuta', 'Rafael Tolói', 'Giorgio Scalvini', 'Matthias Ginter', 'Jeffrey Gouweleeuw', 'Amos Pieper', 'Emmanuel Agbadou', 'Samuel Gigot']"
4b96c347,Angelo-Fulgini,"['Teun Koopmeiners', 'Fares Chaïbi', 'Aleksandr Golovin', 'Gabriel Strefezza', 'Dominik Szoboszlai', 'Sergio Canales', 'Vincenzo Grifo', 'Adrien Thomasson', 'Lorenzo Pellegrini', 'Bruno Fernandes']"
4bcf39f6,Neal-Maupay,"['Alexandre Lacazette', 'Lautaro Martínez', 'Eddie Nketiah', 'Luis Javier Suárez', 'Arkadiusz Milik', 'Dušan Vlahović', 'Gorka Guruzeta', 'Omar Marmoush', 'Michael Gregoritsch', 'Andrea Belotti']"
4bd414c1,Raul-Albiol,"['Issa Diop', 'Patric', 'Santiago Bueno', 'José Fonte', 'Pablo Marí', 'Axel Witsel', 'Nicolò Casale', 'Jonathan Tah', 'Domingos Duarte', 'Angelo Ogbonna']"
4c0a6a48,Jon-Guridi,
4c370d81,Roberto-Firmino,
4c3a6744,Justin-Kluivert,"['Ludovic Blas', 'Abdessamad Ezzalzouli', 'Brennan Johnson', 'Arnaud Nordin', 'Lameck Banda', 'Mykhailo Mudryk', 'Ayoze Pérez', 'Jonathan Ikone', 'Amine Gouiri', 'Luis Díaz']"
4c6facae,Djibril-Sow,"['Samuel Moutoussamy', 'Samuele Ricci', 'Martín Zubimendi', 'Hugo Magnetti', 'Antoine Makoumbou', 'Baptiste Santamaria', 'Étienne Capoue', 'Pedro Chirivella', 'Moussa Sissoko', 'Salis Abdul Samed']"
4c8845f7,Youssef-Maleh,"['Morten Frendrup', 'Ryan Yates', 'Janik Haberer', 'Edoardo Bove', 'Will Hughes', 'Danley Jean-Jacques', 'Cristian Cásseres Jr.', 'Xavier Chavalerin', 'Weston McKennie', 'Idrissa Gana Gueye']"
4d1666ff,Jules-Kounde,
4d224fe8,Casemiro-,"['Nicolás Domínguez', 'Leandro Barreiro Martins', 'Leon Goretzka', 'Christian Nørgaard', 'Saúl Ñíguez', 'Wataru Endo', 'Ellyes Skhiri', 'Mikel Merino', 'Rúben Neves', 'Matías Vecino']"
4d77b365,Darwin-Nunez,
4d8cd038,Luka-Jovic,"['Terem Moffi', 'Harry Kane', 'Dušan Vlahović', 'Arkadiusz Milik', 'Raúl de Tomás', 'Robert Lewandowski', 'Romelu Lukaku', 'Niclas Füllkrug', 'Erling Haaland', 'Borja Iglesias']"
4dbd0916,Thomas-Lemar,"['Nicolò Barella', 'Curtis Jones', 'Bernardo Silva', 'Matheus Nunes', 'Tijjani Reijnders', 'Mattéo Guendouzi', 'Iván Martín', 'Mateo Kovačić', 'Enzo Le Fée', 'Gonzalo Melero']"
4dcec659,Simon-Adingra,"['Mykhailo Mudryk', 'Bradley Barcola', 'Lameck Banda', 'Jonathan Bamba', 'Alejandro Garnacho', 'Kaoru Mitoma', 'Brennan Johnson', 'Yeremi Pino', 'Takefusa Kubo', 'Christian Pulisic']"
4e015693,James-Garner,"['Mehdi Bourabia', 'Arne Engels', 'Amadou Onana', 'Anton Stach', 'Lucas Tousart', 'Marc Roca', 'Maximilian Eggestein', 'Ondrej Duda', 'Marcel Sabitzer', 'Felix Nmecha']"
4e219ad2,Suso-,"['Isco', 'Matteo Politano', 'Romain Del Castillo', 'James Maddison', 'Aleksei Miranchuk', 'Muhammed Cham', 'Paulo Dybala', 'Téji Savanier', 'Dominik Szoboszlai', 'Jeremie Boga']"
4e6dbac4,Sergej-Milinkovic-Savic,"['Mikel Merino', 'Joelinton', 'Mattias Svanberg', 'Pablo Ibáñez', 'Kai Havertz', 'Scott McTominay', 'Brais Méndez', 'Isaac Palazón Camacho', 'Abdoulaye Doucouré', 'Marshall Munetsi']"
4f16405e,Niclas-Fullkrug,"['Tammy Abraham', 'Sébastien Haller', 'Jonas Wind', 'Andrea Petagna', 'Tim Kleindienst', 'Ludovic Ajorque', 'Marvin Ducksch', 'Isaac Success', 'Olivier Giroud', 'Yussuf Poulsen']"
4f255115,Aurelien-Tchouameni,"['Declan Rice', 'Emre Can', 'Yves Bissouma', 'William Carvalho', 'Valentin Rongier', 'Pierre Højbjerg', 'Thomas Partey', 'Roberto Gagliardini', 'Nemanja Matić', 'Benjamin André']"
4f28a6ff,Clement-Lenglet,"['Igor', 'Maximiliano Caufriez', 'Jhon Lucumí', 'Jonathan Gradit', 'Victor Lindelöf', 'Ethan Ampadu', 'Koffi Djidji', 'Maxence Lacroix', 'Robin Knoche', 'Malick Thiaw']"
4f627629,Nikola-Soldo,
4f974391,Aaron-Cresswell,"['Kenny Lala', 'Jeremy Toljan', 'Jesús Navas', 'Iván Balliu', 'Ashley Young', 'Vincent Le Goff', 'Adam Marušić', 'Joe Scally', 'Rogério', 'Iñigo Lekue']"
4fb9c88f,Curtis-Jones,"['Warren Zaire-Emery', 'Conor Gallagher', 'Enzo Le Fée', 'Fabián Ruiz Peña', 'Gavi', 'Bernardo Silva', 'Nikola Moro', 'Hicham Boudaoui', 'Vitinha', 'Konrad Laimer']"
